"intAgent","intProjectID","intProjectNo","intProvID","strDescription","strLegal","intClientDept","intSecondDept","strFileNo","datStartDate","datComplDate","bolCancelled","curSSAFees","curSSADisbursements","intProjectType","intClientContactID","intLocationID","curPrice","curExpToDate"
29,131,699200,59,"TAC OVER AMENDED DISTRICT LOT 1994 CLAYOQUOT DISTRICT (BLOCK D)","DELETION OF BLOCK C UNDER SEPARATE (DISPOSAL) PROJECT.",16,0,"5400-T6_5",,,0,.0000,.0000,1,1,247,.0000,.0000
4,132,,59,"WANTS 40,000 SQ. FT.OF LAND & 1,000 SQ. FT. OF HEATED STORAGE","",14,0,"",,,0,.0000,.0000,1,1,78,.0000,.0000
29,133,847756,59,"2245/2251 Harbour Road -  Parking & admin office","Lot A, Sec 15, R3E, N. S.D., Plan 16864 and Lot 2, Sec. 15, R3E, N.S.D",13,0,"5400-S12_31",3/5/1902,5/31/1901,0,.0000,.0000,1,1,217,657700.0000,.0000
13,134,847756,59,"ACQUISITION OF LAND FROM SATURNA GARAGE AND CONTRACTING","SW 1/4, SECTION 9",13,0,"5400-D99_7",3/1/1901,5/18/2001,0,.0000,.0000,1,1,211,720000.0000,.0000
13,135,847756,59,"ACQUISITION OF LAND FROM MONEY FAMILY PROJECTS","N1/2 OF NE 1/4 OF SECTION 9",13,0,"5400-S99_6",3/1/1901,5/18/1901,0,.0000,.0000,1,1,211,510000.0000,.0000
13,136,847756,59,"ACQUISITION OF LAND FROM TINGLEY/BROWN","Lots 1 and 2, Section 10, Plan 38397",13,0,"5400-S99_8",3/1/1901,5/18/1901,0,.0000,.0000,1,1,211,180000.0000,.0000
29,137,847756,59,"ACQUIRE TAC OVER WATERLOT FRONTING 2220 HARBOUR ROAD FOR PARKS CANADA","DISTRICT LOT 533, COWICHAN DISTRICT CONTAINING 0.44 ACRES",13,0,"5400-S12_30",4/1/1901,,0,.0000,.0000,1,1,217,150000.0000,.0000
28,138,,60,"To acquire a 3 bedroom house for RCMP.","Lot 281, Plan 64192",15,0,"5400-f2_11",4/20/1901,6/29/1901,0,.0000,.0000,1,1,73,39900.0000,.0000
29,139,699200,59,"Air Space tenure","",16,0,"",,3/31/1902,0,.0000,.0000,1,1,255,.0000,.0000
33,140,849566,59,"Acquisition of 1 foot strip along waterfront.","",23,0,"",,,0,.0000,.0000,1,1,177,.0000,.0000
29,141,699200,59,"TAC Application for extension of waterlot 1967, Clayoquot District","Unsurveyed foreshore extending northwards containing 0.137 ha.",16,0,"5400-H36/1",9/6/1901,,0,.0000,.0000,1,1,108,.0000,.0000
33,142,850014,59,"1.14 Ha. parcel for Parks Canada proposed parking lot","Lot A, DL. 2580, Plan NEP65318, Kootenay District",13,0,"5400-R1_6",,,0,.0000,.0000,1,1,195,.0000,.0000
33,143,0,59,"Site for proposed RCMP detachment","Lot 1, DL. 174, SDYD, Plan KAP62029",15,0,"5400-K4_6",,,0,.0000,.0000,1,1,117,.0000,.0000
33,144,849746,59,"Purchase of 2 upland parcels and all subsurface mineral rights","DL 1998S and1999S",22,0,"5400-07_25",,10/25/2001,0,.0000,.0000,1,1,227,.0000,.0000
29,145,699200,59,"Application for TAC over Lot 650","Two unsurveyed Crown foreshore areas (Pcls 'B-1' and 'B-2')",16,0,"5400-L3_9",11/1/1901,,0,.0000,.0000,1,1,121,.0000,.0000
29,146,850202,59,"Application for a TAC over Extension to Waterlot 761","Extension to Lot 761, Barclay District",4,0,"5400-B15/4",9/1/1901,,0,.0000,.0000,1,1,20,.0000,.0000
29,147,699200,59,"Proposed Extension to Reserve over Lot 1000","Unsurveyed crown land extending eastweard from Lot 1000, Sayward Dist",16,0,"5400-C117",3/31/1901,,0,.0000,.0000,1,1,94,.0000,.0000
33,148,0,59,"Vacant lot 'C'; used as parking lot","Lot 'C', Plan 4137",24,0,"5400-V7_270",,,0,.0000,.0000,1,1,270,.0000,.0000
32,149,849897,59,"Land Acquisition - SAR Station / C&P Operation Deny Island","LotA DL 1599 Range 3 Coast District Plan V!P 73424",24,0,"5400-D44_1",,3/7/1902,0,.0000,.0000,1,1,24,150000.0000,.0000
32,150,,59,"1.04 hectare parcel","Lot A District Lot 1599 Range 3  Coast District Plan VIP 73424",24,0,"5400-D44_1",,3/14/1902,0,.0000,.0000,1,1,24,150000.0000,.0000
32,151,850846,59,"Warehouse / Residence / Office","Block I District Lot 16 Queen Charlotte District",13,0,"5400-Q2_36",3/11/1902,4/3/1902,0,.0000,.0000,1,1,193,240000.0000,.0000
33,152,851166,59,"Proposed new RCMP detachment site search","not known",15,0,"5400-A9-9",,,0,.0000,.0000,1,1,16,.0000,.0000
33,153,851168,59,"Proposed new RCMP detachment site search","not known",15,0,"",,,0,.0000,.0000,1,1,154,.0000,.0000
33,154,851167,59,"Proposed new RCMP detachment site search","",15,0,"5400-B4-39",,,0,.0000,.0000,1,1,25,.0000,.0000
29,155,851324,59,"Three Sites at Dawson Inlet and Van Inlet","Reserves 'A', 'B'  and 'D' - West coast of Graham Island (QCI)",12,0,"5400-Q11_8",,,0,.0000,.0000,1,1,95,.0000,.0000
20,156,0,59,"Discovery Harbour - Acquire ROW","",16,0,"",,,0,.0000,.0000,1,1,34,.0000,.0000
33,157,,59,"14,100 sqft parcel of land","Various",23,0,"851352",,,0,.0000,.0000,1,1,237,.0000,.0000
13,158,,59,"Brackman Island","",13,0,"",,,0,.0000,.0000,1,1,98,.0000,.0000
20,159,765852,59,"FOOT OF TRITES RD. - Road Exchange (Paramount)","",16,0,"9075-S20/29",7/1/1984,,0,.0000,.0000,2,1,198,.0000,.0000
20,160,766590,59,"FOOT OF NO. 1 ROAD/ BAYVIEW - Road Exchange (Gulf)","",16,0,"9075-S20/28 & 29",7/11/1984,,0,.0000,.0000,2,1,198,.0000,.0000
36,161,829111,59,"FEDERAL BUILDING - 185 BRIDGE ST.","",14,0,"9075-P18/11",10/2/1988,5/3/1993,0,.0000,.0000,2,1,186,.0000,.0000
29,162,765832,59,"RADIO BEACON SITE","PID 006-601-545 AND PID 006-604-480",23,0,"9075-S81",3/29/1989,,0,.0000,.0000,2,1,218,.0000,.0000
13,163,829630,59,"PT BLK X AND PT BLK Y and WATERLOT D.L. 16125","",14,0,"9075-A27/2",11/14/1979,6/10/1993,1,.0000,.0000,2,1,8,.0000,.0000
13,164,765833,59,"COBURG SPIT ROYAL ROADS - TRANSFER OF LAND","D",6,0,"9075-C17/8",7/13/1987,,1,.0000,.0000,2,1,42,.0000,.0000
13,165,765014,59,"C.F.B. - QUITCLAIM OF FLIGHTWAY","",6,0,"9075-C18/26",9/12/1983,2/15/1994,1,.0000,.0000,2,1,43,.0000,.0000
34,166,765886,59,"C.F.S. HOLBERG","",6,0,"9075-H6/5",4/24/1984,,0,.0000,.0000,2,1,103,.0000,.0000
19,167,765853,59,"LANE ENCROACHMENT - BLOCK 4","",6,0,"9075-M6/26",11/16/1987,1/23/1999,1,.0000,.0000,2,1,127,.0000,.0000
19,168,765854,59,"0.868 Ha (2.14 ac) PARCEL OF LAND","",6,0,"9075-N11/9",5/24/1988,3/31/1995,1,.0000,.0000,2,1,148,.0000,.0000
31,169,766586,59,"NICOMEN ISLAND - END MACDONALD RD - PT NE 1/4 0.89HA","",14,0,"9075-N61/1",8/17/1988,,0,.0000,.0000,2,1,38,.0000,.0000
16,170,834136,59,"NICOMEN ISLAND - ZAITCULLACHEN SLOUGH DAM, PT SE 1/4","",14,0,"9075-N61/2",8/17/1988,5/18/1995,0,.0000,.0000,2,1,38,.0000,.0000
17,171,765834,59,"FIVE RESIDENTIAL LOTS (0.28 HA)","LOTS 6,7,22,23,24, BLK.6, D.L.15, Q.C.D., PLAN 934A",24,0,"9075-Q2/20",2/21/1989,7/6/1995,0,.0000,.0000,2,1,193,.0000,.0000
20,172,765855,59,"ROAD WIDENING - RICHMOND DND ARMOURY & F&O (FORMER TC) PROPERTY","",6,0,"9075-R3/51",11/28/1985,,0,.0000,.0000,2,1,198,.0000,.0000
17,173,765887,59,"TRANSFER 3 PARCELS TO PROV. FOR ROAD (1.2) HA","",23,0,"9075-S14/28",2/3/1987,12/2/1994,0,.0000,.0000,2,1,221,.0000,.0000
30,174,765856,59,"ROAD WIDENING HWY #97 VARIOUS LOTS - RESEARCH STATION","",2,0,"9075-S22/13",9/24/1986,4/27/1998,0,.0000,.0000,2,1,235,.0000,.0000
16,175,834141,59,"LAND EXCHANGE - PWC/DIST. OF SURREY","",14,0,"9075-S23/32",1/31/1985,8/17/1994,1,.0000,.0000,2,1,237,.0000,.0000
13,176,829112,59,"FEDERAL BUILDING - 5527 ISLAND HWY","",14,0,"9075-U2/1",11/10/1988,8/24/1993,0,.0000,.0000,2,1,254,.0000,.0000
13,177,765835,59,"1.242 HA VACANT LAND - PEAR SHAPED PARCEL","",6,0,"9075-V6/31",8/20/1987,1/20/1997,1,.0000,.0000,2,1,268,.0000,.0000
16,178,765857,59,"VICTORIA A/P - ROAD R/W TO TOWN OF SIDNEY","",23,0,"9075-V7/36-39",3/17/1987,8/17/1994,1,.0000,.0000,2,1,217,.0000,.0000
17,179,765888,59,"WHARF SITE ADJOINING LOT #3","PART OF RGE.3,COAST DIST. SHOWN AS WHARF SITE ADJ.D.L.3 ON PL.DD55134I",23,0,"9075-B4/22",12/2/1987,5/15/1995,0,.0000,.0000,2,1,25,.0000,.0000
13,180,765831,59,"ELK LAKE WATERLINE - PROPOSED TRANSFER TO CAPITAL REGIONAL DISTRICT","",23,0,"9075-V7/36-18",7/27/1989,1/5/1994,0,.0000,.0000,2,1,160,.0000,.0000
14,181,765045,59,"WATERLOT 15872 - MARINE FACILITIES - RAMP, LOG FLOAT AND LOG B/WATER","",16,0,"9050-K45/4",10/4/1989,3/17/1994,0,.0000,.0000,2,1,120,.0000,.0000
23,182,769598,59,"GONZALES OBS. (WEATHER STATION)  -  SALE TO CAP. REG. DISTRICT","",7,0,"9075-V7/148",11/16/1989,1/4/1994,0,.0000,.0000,2,1,270,.0000,.0000
16,183,765056,59,"FOUR (BARN-TYPE) BUILDINGS AT EXPERIMENTAL FARM","",2,0,"9070-P16/92",12/1/1989,8/17/1994,1,.0000,.0000,2,1,184,.0000,.0000
30,184,765848,59,"GANGES HARBOUR - PORTION OF WATERLOT #474 (7.74 AC)","",16,0,"9050-S28/4",10/10/1989,12/31/1996,0,.0000,.0000,2,1,206,.0000,.0000
23,185,765032,59,"MIDDLE MARKER SITE AND RIGHT OF WAY - PROPOSED RETROCESSION","",23,0,"9075-P16/93",1/16/1990,2/16/1993,0,.0000,.0000,2,1,184,.0000,.0000
13,186,765040,59,"54.97 HECTARE PARCEL VACANT LAND - YAHK AERODROME","",23,0,"9075-Y7/1",2/5/1990,8/24/1993,0,.0000,.0000,2,1,293,.0000,.0000
17,187,0,60,"DUPLEX, 3-BAY GARAGE (NO LAND)","LOTS  1-6, 26 & 27, BLOCK 5, MAYO, YUKON, PLAN 21592",23,0,"9070-M8/12",2/5/1990,8/23/1996,0,.0000,.0000,2,1,128,.0000,.0000
16,188,765836,59,"10,054 SQUARE METRES - SALE OF AIRPORT LAND TO KAMLOOPS GOLF CLUB","",23,0,"9075-K1/87",3/19/1990,3/28/1995,0,.0000,.0000,2,1,110,.0000,.0000
20,189,765849,59,"PARAMOUNT SITE - TRIPLE 'R' PROPOSED LAND EXCHANGE.","",16,0,"9075-S20/39",5/10/1990,10/30/1903,0,.0000,.0000,2,1,198,.0000,.0000
34,190,834137,59,"DISPOSAL OF WATER SUPPLY SYSTEM","",14,0,"9075-K6/6",6/1/1990,4/18/1996,1,.0000,.0000,2,1,118,.0000,.0000
28,191,765858,59,"MARINE REPAIR FACILITY - 18TH AND 20TH STREETS - PAC225","Parcel 'A' (Expln. Plan 8043) Lot 2, Suburban Block 9, Plan 2620",24,0,"9075-N8/58",8/1/1990,,0,.0000,.0000,2,1,157,.0000,.0000
23,192,765053,59,"BUILDINGS ON PROVINCIAL RESERVE LAND - HALIFAX CAMP RESERVE","",24,0,"9050-B60/5",8/1/1990,5/6/1994,0,.0000,.0000,2,1,19,.0000,.0000
13,193,765837,59,"MARINE TECHNOLOGY CENTRE - PAT BAY","",24,0,"9075-N40/2",8/29/1990,3/31/1994,0,.0000,.0000,2,1,160,.0000,.0000
34,194,765838,59,"TRANSFER DRAINAGE DITCH TO PROVINCE ON DND LAND & ASSIGN EASEMENTS","PART LOT 3, DISTRICT LOT 217, COMOX DISTRICT, PLAN 33704; PART DL 146,",6,0,"9075-C18/48",7/5/1990,,0,.0000,.0000,2,1,43,.0000,.0000
31,195,765850,59,"FILLED WATERLOT #1597 (0.12 HA)","",16,0,"9050-Q10/6",10/30/1990,1/29/1999,0,.0000,.0000,2,1,192,.0000,.0000
31,196,765876,59,"C.F.S. BALDY HUGHES - RETROCESSIONS OF LOTS 11610, 11612 AND 11616","CORNER OF LOT 11610, AND LOTS 11612, 11616",6,0,"9075-P16/74 VL.4",9/1/1990,,0,.0000,.0000,2,1,184,.0000,.0000
23,197,765067,60,"ESCHEATED PROPERTY","",22,0,"9075-M8/13",10/10/1990,10/1/1993,0,.0000,.0000,2,1,128,.0000,.0000
34,198,765839,59,"LOTS 2, SECTION 1 AND 96, ESQUIMALT DISTRICT PLAN 37130","",6,0,"9075-C17/9",11/13/1990,,0,.0000,.0000,2,1,42,.0000,.0000
23,199,765010,59,"1,179 SQ M PARCEL STRIP OF LAND - PROMONTORY ROAD WIDENING","",6,0,"9075-C10/58",11/14/1990,1/4/1993,1,.0000,.0000,2,1,38,.0000,.0000
30,200,765889,59,"HEAL'S ROAD - 7.2115 HA PARCEL OF LAND - ROAD","",6,0,"9075-S111/8",12/14/1990,9/30/1996,0,.0000,.0000,2,1,203,.0000,.0000
14,201,765033,59,"POWERLINE R/W TO BE RETURNED TO PROVINCE","",23,0,"9075-P16/99",1/14/1991,1/20/1994,0,.0000,.0000,2,1,184,.0000,.0000
29,202,765890,59,"RETROCESSION OF PUMPING STATION SITE","A strip of land extending 25 feet ...........",22,0,"9070-R45/1",3/20/1991,,0,.0000,.0000,2,1,197,.0000,.0000
23,203,765061,59,"7 HA LAND AT C.F.S. MASSET PLUS 7 MISCELLANEOUS BUILDINGS","",6,0,"9075-M6/32",4/2/1991,2/15/1994,1,.0000,.0000,2,1,127,.0000,.0000
15,204,829692,59,"FEDERAL BUILDING - 450 CITY CENTRE","",14,0,"9075-K7/47",4/2/1991,11/12/1993,0,.0000,.0000,2,1,119,.0000,.0000
23,205,765066,59,"CROWN LEASE - ST BARTHOLOMEW'S HOSPITAL SOCIETY  - NON-RESERVE LAND","",22,0,"9075-L11/22",5/1/1991,2/15/1994,1,.0000,.0000,2,1,125,.0000,.0000
16,206,765859,59,"7000 SQM2 VACANT LAND AT AIRPORT","",23,0,"9075-Q3/23",5/3/1991,8/17/1994,1,.0000,.0000,2,1,194,.0000,.0000
17,207,765892,59,"HAZARD BEACONS #1, #3 & #4 - RETROCEDE TO PROVINCE","",23,0,"9075-C22/8",5/1/1991,5/15/1995,0,.0000,.0000,2,1,51,.0000,.0000
20,208,0,59,"199 ACRES - COMMUNICATION SITE","",29,0,"",1/1/1995,8/17/1994,1,.0000,.0000,2,1,237,.0000,.0000
15,209,829633,59,"SMITHERS FEDERAL BUILDING - 1188 MAIN STREET","",14,0,"9075-S14/1",5/29/1991,11/12/1993,0,.0000,.0000,2,1,221,.0000,.0000
13,210,765072,59,"WOODCOCK AIRPORT","",23,0,"9075-W51/1",8/9/1991,2/18/1993,0,.0000,.0000,2,1,292,.0000,.0000
14,211,765075,59,"181 SUNNINGDALE AVE. (LOT 3 & 4, BLOCK 17, D.L. 58, NEWCASTLE DIST.)","",24,0,"9075-Q1/13",10/9/1991,1/18/1994,0,.0000,.0000,2,1,191,.0000,.0000
17,212,765893,59,"0.1653 HA REQUIRED BY B.C. FOR ROAD PURPOSES","PART LOT 1, PLAN PRP13300",23,0,"9075-S4/24",10/10/1991,11/20/1996,0,.0000,.0000,2,1,207,.0000,.0000
16,213,765860,59,"R/W - 0.4802 HA. PARCEL OF LAND","",24,0,"9075-H13/6",10/31/1991,6/15/1994,0,.0000,.0000,2,1,107,.0000,.0000
30,214,765861,59,"QUALICUM HATCHERY, SALE OF ROAD TO PROV. OF B.C.","",24,0,"9075-H52/2",10/31/1991,5/10/1996,1,.0000,.0000,2,1,106,.0000,.0000
20,215,765851,59,"NAVIGATIONAL AID AND COMMUNICATION SITE","",23,0,"9075-T6/38",11/30/1991,3/20/1996,1,.0000,.0000,2,1,247,.0000,.0000
16,216,765862,59,"197 SQ. METRES OF HARBOUR BED","",4,0,"9075-V7/212",12/1/1991,7/18/1999,0,.0000,.0000,2,1,270,.0000,.0000
31,217,766588,59,"RETROCESSION OF WATERLOT","",14,0,"9050-N4/18",12/10/1991,1/13/1997,0,.0000,.0000,2,1,149,.0000,.0000
13,218,829658,60,"ROAD EXCHANGE WITH CITY OF WHITEHORSE","",14,0,"9075-W7/119",12/6/1991,6/15/1994,0,.0000,.0000,2,1,287,.0000,.0000
15,219,765263,59,"522 LARCH STREET, STAFF RESIDENCE AND GARAGE","",11,0,"9075-A5/5",12/19/1991,3/15/1994,0,.0000,.0000,2,1,11,.0000,.0000
13,220,765840,59,"FORMER EXPERIMENTAL FARM","",11,0,"9075-S14/24",12/18/1991,11/18/1994,0,.0000,.0000,2,1,221,.0000,.0000
13,221,765841,59,"LAND EXCHANGE BETWEEN F.R.H.C. AND C.N.R.","",9,0,"9075-N8/61",1/2/1992,,0,.0000,.0000,2,1,237,.0000,.0000
17,222,766489,59,"879 MAIN STREET - TRANSFER OF ADMINISTRATION FROM DFO TO PWC","LOTS 4 & 5, BLOCK 596, LILLOOET DISTRICT, PLAN 8657",24,0,"9075-L8/29",1/16/1992,6/25/1997,0,.0000,.0000,2,1,123,.0000,.0000
23,223,829109,59,"WATERLOT RESERVE WITH WHARF","",14,0,"9075-T51/1",1/17/1992,5/12/1993,0,.0000,.0000,2,1,252,.0000,.0000
23,224,765060,59,"BUILDINGS 1006 AND 1007 - TWO TRAILERS","",6,0,"9070-C10/61",1/28/1992,3/4/1993,0,.0000,.0000,2,1,38,.0000,.0000
30,225,765894,59,"AIRPORT - LAND EXCHANGE WITH CITY OF KAMLOOPS","",23,0,"9075-K1/91",2/11/1992,7/10/1997,1,.0000,.0000,2,1,110,.0000,.0000
36,226,765281,59,"369 YEW STREET - RESIDENCE","",23,0,"9075-U1/53",2/11/1992,7/19/1993,0,.0000,.0000,2,1,253,.0000,.0000
23,227,769587,59,"FRAME BUILDING - 22 YEARS OLD","",15,0,"9070-M21/2",2/21/1992,2/15/1993,0,.0000,.0000,2,1,126,.0000,.0000
13,228,765452,59,"406 - 1ST STREET - RCMP HOUSE","",15,0,"9075-N4/26",4/6/1992,5/4/1993,0,.0000,.0000,2,1,149,.0000,.0000
23,229,829691,59,"9148 GLOVER ROAD","",14,0,"9075-F6/1",3/26/1992,4/14/1993,0,.0000,.0000,2,1,76,.0000,.0000
29,230,765864,59,"CABIN, HATCHERY BLDG., & FISH POND","Situate on Portion of Lot 226, Rupert District",24,0,"9070-W10/1",3/26/1992,,0,.0000,.0000,2,1,290,.0000,.0000
23,231,765041,60,"10 SINGLE DWELLINGS","",23,0,"9070-W1/25",4/6/1992,8/17/1993,0,.0000,.0000,2,1,276,.0000,.0000
16,232,765060,59,"JERICHO - BUILDING NO. 148","",6,0,"9070-V3/398",4/6/1992,8/17/1994,1,.0000,.0000,2,1,255,.0000,.0000
15,233,765292,59,"400 - 4TH AVENUE","",15,0,"9075-P17/83",4/6/1992,7/5/1993,0,.0000,.0000,2,1,185,.0000,.0000
14,234,765041,59,"MOUNT LOLO - BLDG. NO. 31","",23,0,"9070-K1/91",4/16/1992,9/16/1993,0,.0000,.0000,2,1,110,.0000,.0000
32,235,766592,60,"GOV. OFFICES, 204 RANGE ROAD","",14,0,"9070-W7/121",4/16/1992,,0,.0000,.0000,2,1,287,.0000,.0000
17,236,765865,59,"347 ACRES, BLOCK 'G'","BLOCK 'G', DISTRICT LOT 1535, PEACE RIVER DISTRICT",23,0,"9075-F7/46",9/23/1991,5/15/1995,0,.0000,.0000,2,1,78,.0000,.0000
15,237,765298,59,"270 MAIN STREET","",24,0,"9075-T6/39",5/11/1992,2/15/1994,1,.0000,.0000,2,1,247,.0000,.0000
23,238,769027,59,"HOUSE NO.'S 117, 119, 120, 121, AND 122","",7,0,"9070-G21/5",5/22/1992,9/29/1993,0,.0000,.0000,2,1,92,.0000,.0000
15,239,765468,59,"FORMER STAFF RESIDENCE LOCATED AT 171 - 1ST STREET","LOT B, DL 114, CD, PLAN VIP55562",11,0,"9075-T6/40",6/6/1992,3/15/1994,0,.0000,.0000,2,1,247,.0000,.0000
15,240,765041,59,"QUITCLAIM OF RIGHT OF WAY OVER LOT 1 & LOT A, D.L.9 - MANHATTAN POINT","",23,0,"9070-K3/62",6/22/1992,9/30/1994,0,.0000,.0000,2,1,113,.0000,.0000
13,241,765866,59,"CAVENDISH ESTATE PROPERTY AT FORT RODD HILL NATIONAL HISTORIC PARK","LOT 1, PLAN 3948 & LOT A PLAN 368R, SEC 15, ESQUIMALT DISTRICT",7,0,"9075-C17/7",6/30/1992,6/5/1995,1,.0000,.0000,2,1,42,.0000,.0000
30,242,765867,59,"TABOR LAKE SEAPLANE BASE FACILITY (SIZE = APPROX. 1208 M2)","",23,0,"9075-P16/104",7/16/1992,11/30/1996,0,.0000,.0000,2,1,184,.0000,.0000
14,243,765503,60,"ESCARPMENT - LOT 423, GROUP 804, PLAN 26830, WHITEHORSE, Y.T.","",23,0,"9075-W7/122",7/28/1992,11/12/1993,0,.0000,.0000,2,1,287,.0000,.0000
17,244,765895,59,"EASEMENT OVER PORTIONS OF LOTS 54, 55 AND 61, PLAN 5211","",23,0,"9075-A1/49",7/28/1992,5/15/1995,0,.0000,.0000,2,1,2,.0000,.0000
17,245,765896,59,"RCMP DETACHMENT - RETROCESSION TO PROVINCE (99 YEAR)","LOTS 6,7,8; BLK.21, D.L.6308, RGE.5, COAST DIST, PLAN 1206",15,0,"9075-B11/9",10/15/1992,5/15/1995,0,.0000,.0000,2,1,32,.0000,.0000
13,246,765897,59,"PORTION OF EASEMENT RIGHT OF WAY TO ACCESS A HAZARD BEACON,AIRPORT","",23,0,"9075-P5/68",11/15/1992,,0,.0000,.0000,2,1,172,.0000,.0000
23,247,765570,59,"PORTION OF 7 ACRE PARCEL TO BE TRANSFERED TO PROVINCIAL PARKS","",23,0,"9075-S99/5",11/12/1992,12/23/1993,0,.0000,.0000,2,1,211,.0000,.0000
14,248,765560,59,"ATCO TRAILER AND SITE FOR SALE","",15,0,"9075-D3/4",10/15/1992,1/21/1994,0,.0000,.0000,2,1,61,.0000,.0000
17,249,765898,59,"MT.LOLO ROAD-TRANSFER TO PROVINCE (FEE SIMPLE)","NW 1/4 SECT.16, TOWNSHIP 21, RANGE 16, W6M, KDYD, PLAN A1541",23,0,"9075-K1/93",10/16/1992,1/7/1997,0,.0000,.0000,2,1,110,.0000,.0000
14,250,765558,60,"RESIDENCE AND LOT TO BE TRANSFERRED TO THE TOWN ON FARO","",11,0,"9075-F2/6",10/6/1992,2/23/1994,0,.0000,.0000,2,1,73,.0000,.0000
17,251,765899,59,"RELEASE OF RIGHT OF WAY H18118;ACCESS ROAD;PART RW PLAN 8844","PART R/W PLAN 8844, D.L. 9058, KOOTENAY DISTRICT",15,0,"9075-N21/5",12/11/1992,9/23/1994,0,.0000,.0000,2,1,150,.0000,.0000
14,252,0,60,"DISPOSAL OF POOL HOUSING INVENTORY","",14,0,"9075-W7/124",12/22/1992,8/17/1994,1,.0000,.0000,2,1,287,.0000,.0000
29,253,765900,59,"HEAL'S CUT OFF LANDS - SEC 54/126 TOTAL 9.6270 HA  PAC/309","",6,0,"9075-S111/13",1/5/1993,1/3/1997,0,.0000,.0000,2,1,203,.0000,.0000
13,254,834021,60,"LOTS 38 & 39, TAKHINI WEST","",14,0,"9075-W7/123",10/1/1992,9/15/1994,1,.0000,.0000,2,1,287,.0000,.0000
17,255,765901,59,"EASEMENT #199897G PARCEL 'C' D.D. 11389 D.L. 22, OYSTER DISTRICT","",23,0,"9075-N2/65",2/1/1993,5/15/1995,0,.0000,.0000,2,1,140,.0000,.0000
17,256,765902,59,"LIGHTS & CLEARING EASEMENT LOT 'B' OF SE1/4","",23,0,"9075-A1/51",2/15/1993,5/15/1995,0,.0000,.0000,2,1,2,.0000,.0000
15,257,765594,59,"CFS RESERVOIR STRUCTURES","",6,0,"9075-A4/20",3/2/1993,12/29/1993,0,.0000,.0000,2,1,9,.0000,.0000
17,258,765830,59,"TRANSFER ROBERTSON FARMLAND FROM TC TO EC-CWS","",23,0,"9075-D4/20",3/2/1993,5/27/1994,0,.0000,.0000,2,1,59,.0000,.0000
14,259,765596,60,"'TYRELL HOUSE'","",7,0,"9075-D1/48",3/2/1993,12/29/1993,0,.0000,.0000,2,1,53,.0000,.0000
16,260,765869,59,"12X120 STRIP SURPLUS LAND","",15,0,"9075-T6/41",3/5/1993,3/17/1995,0,.0000,.0000,2,1,247,.0000,.0000
14,261,0,60,"VALLEYVIEW SUBDIVISION (LAND SWAP)","",14,0,"9075-W7/125",3/10/1993,8/17/1994,1,.0000,.0000,2,1,287,.0000,.0000
13,262,0,60,"UTILITY EASEMENT OVER 200 & 201 RANGE RD","",14,0,"9075-W7/27",3/10/1993,5/15/1995,0,.0000,.0000,2,1,287,.0000,.0000
14,263,765903,59,"DETACHMENT/LIVING QUARTERS, LOTS 3 & 4","",15,0,"9075-N1/7",4/6/1993,7/28/1995,0,.0000,.0000,2,1,139,.0000,.0000
14,264,765645,60,"TRANSFER OF PORTION OF ROAD TO YTG.","",23,0,"9075-W7/122",5/11/1993,12/29/1993,0,.0000,.0000,2,1,287,.0000,.0000
14,265,765702,59,"478 FRASER ST. - HOUSE FOR SALE","",15,0,"9075-L11/24",7/23/1993,12/29/1993,0,.0000,.0000,2,1,125,.0000,.0000
14,266,765708,59,"BLDG FOR REMOVAL - ANIMAL INSPECTION STATIONS","",2,0,"9075-O7/18",7/26/1993,9/8/1993,0,.0000,.0000,2,1,164,.0000,.0000
14,267,765904,59,"VACANT RESIDENTIAL LOT","LOT 51, D.L. 1267, RANGE 5, COAST DISTRICT, PLAN 5870",15,0,"9075-F9/21",7/21/1993,8/12/1994,0,.0000,.0000,2,1,83,.0000,.0000
17,268,765905,59,"7450 PROSPECT ST. - RESIDENCE ON TWO LOTS","LOTS 11 & 12, BLK.3, D.L.202 & 203, LILLOOET DIST, PLAN 1624",11,0,"9075-P4/12",7/21/1993,1/19/1995,0,.0000,.0000,2,1,169,.0000,.0000
15,269,765877,59,"310 HAWTHORN STREET, - 2 BEDROOM HOUSE WITH 2 BR SUITE","LOTS E & F, SEC. 68, CORMORANT  ISLAND, RUPERT DISTRICT, PLAN 22412",4,0,"9075-A5/27",9/29/1993,10/10/1994,0,.0000,.0000,2,1,11,.0000,.0000
13,270,765948,59,"SELKIRK WATERFRONT DEVELOPMENT","",4,0,"9075-V7/230",10/5/1993,3/20/1995,0,.0000,.0000,2,1,270,.0000,.0000
14,271,765559,59,"SALE OF 50620A SLANZI ROAD (RCMP MARRIED QUARTERS) BOSTON BAR, B.C.","",15,0,"9075-B6/9-1",10/16/1992,4/11/1994,0,.0000,.0000,2,1,29,.0000,.0000
14,272,765559,59,"SALE OF 50620B SLANZI ROAD (RCMP MARRIED QUARTERS), BOSTON BAR B.C.","",15,0,"9075-B6/9-2",10/16/1992,4/11/1994,0,.0000,.0000,2,1,29,.0000,.0000
18,273,765041,59,"BLDGS FOR REMOVAL - 2 DBLE WIDE TRAILERS","",23,0,"9070-Q3/18",11/2/1993,4/13/1994,0,.0000,.0000,2,1,194,.0000,.0000
