"intProjectID","intProjectNo","strDescription","strLegal","strFileNo","datStartDate","datComplDate","bolCancelled","curSSAFees","curSSADisbursements","curPrice","curExpToDate","strAgentFirstName","strAgentLastName","strLocation","strProvAbrev","strDeptAbrev","strClientContactFirst","strClientContactLast","strRollNumber","strProjRefNo","strLDU","strPACNo","strSMANo","datReportOfSurplus","strDisposalMethod","strPropertyType","strPurchaserType","strInterestSold"
194,765838,"TRANSFER DRAINAGE DITCH TO PROVINCE ON DND LAND & ASSIGN EASEMENTS","PART LOT 3, DISTRICT LOT 217, COMOX DISTRICT, PLAN 33704; PART DL 146,","9075-C18/48",7/5/1990,,0,.0000,.0000,.0000,.0000,"STEVEN","JUNG","COMOX","BC","DND","","","","","17970","0","766505",7/5/1990,"&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;","Vacant Land","Regional District","&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;"
195,765850,"FILLED WATERLOT #1597 (0.12 HA)","","9050-Q10/6",10/30/1990,1/29/1999,0,.0000,.0000,.0000,.0000,"LOUISE","ST. PETERS","QUATHIASKI COVE","BC","DFO-SCH","","","","","18189","0","766540",2/17/1987,"Retrocession to Province","Vacant Land","Province","&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;"
196,765876,"C.F.S. BALDY HUGHES - RETROCESSIONS OF LOTS 11610, 11612 AND 11616","CORNER OF LOT 11610, AND LOTS 11612, 11616","9075-P16/74 VL.4",9/1/1990,,0,.0000,.0000,.0000,.0000,"LOUISE","ST. PETERS","PRINCE GEORGE","BC","DND","","","","","0","166","766530",8/4/1987,"Retrocession to Province","Vacant Land","Province","&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;"
197,765067,"ESCHEATED PROPERTY","","9075-M8/13",10/10/1990,10/1/1993,0,.0000,.0000,.0000,.0000,"MARGOT","MACFADYEN","MAYO","YT","INAC","","","","","","0","0",,"&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;","Improved","Private Sector","Other"
198,765839,"LOTS 2, SECTION 1 AND 96, ESQUIMALT DISTRICT PLAN 37130","","9075-C17/9",11/13/1990,,0,.0000,.0000,.0000,.0000,"STEVEN","JUNG","COLWOOD","BC","DND","","","","","0","255","766504",11/26/1990,"&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;","Vacant Land","Municipality","Fee Simple"
199,765010,"1,179 SQ M PARCEL STRIP OF LAND - PROMONTORY ROAD WIDENING","","9075-C10/58",11/14/1990,1/4/1993,1,.0000,.0000,.0000,.0000,"MARGOT","MACFADYEN","CHILLIWACK","BC","DND","","","","","","0","0",10/16/1990,"&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;","Vacant Land","Municipality","Fee Simple"
200,765889,"HEAL'S ROAD - 7.2115 HA PARCEL OF LAND - ROAD","","9075-S111/8",12/14/1990,9/30/1996,0,.0000,.0000,.0000,.0000,"WAYNE","MCLAUGHLIN","SAANICH","BC","DND","","","","","0","0","766543",12/3/1990,"&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;","Vacant Land","Municipality","Fee Simple"
201,765033,"POWERLINE R/W TO BE RETURNED TO PROVINCE","","9075-P16/99",1/14/1991,1/20/1994,0,.0000,.0000,.0000,.0000,"THERESA","LIAO","PRINCE GEORGE","BC","TC","","","","","","0","0",9/27/1991,"Retrocession to Province","Vacant Land","Province","Easement"
202,765890,"RETROCESSION OF PUMPING STATION SITE","A strip of land extending 25 feet ...........","9070-R45/1",3/20/1991,,0,.0000,.0000,.0000,.0000,"AMELIA","WEATHERBE","RAINY HOLLOW","BC","INAC","","","","","0","0","766541",7/28/1986,"Retrocession to Province","Vacant Land","Province","&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;"
203,765061,"7 HA LAND AT C.F.S. MASSET PLUS 7 MISCELLANEOUS BUILDINGS","","9075-M6/32",4/2/1991,2/15/1994,1,.0000,.0000,.0000,.0000,"MARGOT","MACFADYEN","MASSET","BC","DND","","","","","","0","0",3/21/1991,"Tender","Vacant Land","Private Sector","Fee Simple"
204,829692,"FEDERAL BUILDING - 450 CITY CENTRE","","9075-K7/47",4/2/1991,11/12/1993,0,.0000,.0000,.0000,.0000,"MIKE","SNELGROVE","KITIMAT","BC","PWGSC","","","","","0","0","0",3/19/1991,"Direct Negotiations","Improved","CLC","Administration & Control"
205,765066,"CROWN LEASE - ST BARTHOLOMEW'S HOSPITAL SOCIETY  - NON-RESERVE LAND","","9075-L11/22",5/1/1991,2/15/1994,1,.0000,.0000,.0000,.0000,"MARGOT","MACFADYEN","LYTTON","BC","INAC","","","","","","0","0",,"&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;","&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;","Private Sector","Fee Simple"
206,765859,"7000 SQM2 VACANT LAND AT AIRPORT","","9075-Q3/23",5/3/1991,8/17/1994,1,.0000,.0000,.0000,.0000,"TINA","IRELAND","QUESNEL","BC","TC","","","","","","0","0",4/24/1991,"&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;","Vacant Land","Municipality","Fee Simple"
207,765892,"HAZARD BEACONS #1, #3 & #4 - RETROCEDE TO PROVINCE","","9075-C22/8",5/1/1991,5/15/1995,0,.0000,.0000,.0000,.0000,"DENISE","SCHEPENS","CRANBROOK","BC","TC","","","","","0","0","0",5/27/1991,"Retrocession to Province","Vacant Land","Province","&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;"
208,0,"199 ACRES - COMMUNICATION SITE","","",1/1/1995,8/17/1994,1,.0000,.0000,.0000,.0000,"MONA","LEE","SURREY","BC","IC","","","","","0","0","0",,"Direct Negotiations","&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;","CLC","Fee Simple"
209,829633,"SMITHERS FEDERAL BUILDING - 1188 MAIN STREET","","9075-S14/1",5/29/1991,11/12/1993,0,.0000,.0000,.0000,.0000,"MIKE","SNELGROVE","SMITHERS","BC","PWGSC","","","","","","0","0",5/29/1991,"Direct Negotiations","Improved","CLC","Fee Simple"
210,765072,"WOODCOCK AIRPORT","","9075-W51/1",8/9/1991,2/18/1993,0,.0000,.0000,.0000,.0000,"JOE","GORMLEY","WOODCOCK","BC","TC","","","","","","0","0",7/26/1991,"Tender","Improved","Private Sector","Fee Simple"
211,765075,"181 SUNNINGDALE AVE. (LOT 3 & 4, BLOCK 17, D.L. 58, NEWCASTLE DIST.)","","9075-Q1/13",10/9/1991,1/18/1994,0,.0000,.0000,.0000,.0000,"THERESA","LIAO","QUALICUM BEACH","BC","DFO","","","","","","0","0",2/18/1992,"&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;","&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;","Municipality","Fee Simple"
212,765893,"0.1653 HA REQUIRED BY B.C. FOR ROAD PURPOSES","PART LOT 1, PLAN PRP13300","9075-S4/24",10/10/1991,11/20/1996,0,.0000,.0000,.0000,.0000,"DENISE","SCHEPENS","SANDSPIT","BC","TC","","","","","0","2","766547",9/27/1991,"&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;","Vacant Land","Province","&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;"
213,765860,"R/W - 0.4802 HA. PARCEL OF LAND","","9075-H13/6",10/31/1991,6/15/1994,0,.0000,.0000,.0000,.0000,"TINA","IRELAND","HORSEFLY","BC","DFO","","","","","","0","0",10/24/1991,"Retrocession to Province","Vacant Land","Province","Fee Simple"
214,765861,"QUALICUM HATCHERY, SALE OF ROAD TO PROV. OF B.C.","","9075-H52/2",10/31/1991,5/10/1996,1,.0000,.0000,.0000,.0000,"WAYNE","MCLAUGHLIN","HORNE LAKE","BC","DFO","","","","","","0","0",10/24/1991,"&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;","Vacant Land","Province","Fee Simple"
215,765851,"NAVIGATIONAL AID AND COMMUNICATION SITE","","9075-T6/38",11/30/1991,3/20/1996,1,.0000,.0000,.0000,.0000,"MONA","LEE","TOFINO","BC","TC","","","","","0","0","0",2/11/1991,"Interdepartmental Transfer","&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;","OGD","&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;"
216,765862,"197 SQ. METRES OF HARBOUR BED","","9075-V7/212",12/1/1991,7/18/1999,0,.0000,.0000,.0000,.0000,"TINA","IRELAND","VICTORIA","BC","DFO-CG","","","","","","0","0",11/28/1991,"&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;","Vacant Land","Private Sector","Fee Simple"
217,766588,"RETROCESSION OF WATERLOT","","9050-N4/18",12/10/1991,1/13/1997,0,.0000,.0000,.0000,.0000,"LOUISE","ST. PETERS","NELSON","BC","PWGSC","","","","","0","0","766577",1/13/1982,"Retrocession to Province","Vacant Land","Province","Other"
218,829658,"ROAD EXCHANGE WITH CITY OF WHITEHORSE","","9075-W7/119",12/6/1991,6/15/1994,0,.0000,.0000,.0000,.0000,"JOE","GORMLEY","WHITEHORSE","YT","PWGSC","","","","","0","0","0",1/20/1992,"&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;","Vacant Land","Municipality","Fee Simple"
219,765263,"522 LARCH STREET, STAFF RESIDENCE AND GARAGE","","9075-A5/5",12/19/1991,3/15/1994,0,.0000,.0000,.0000,.0000,"MIKE","SNELGROVE","ALERT BAY","BC","HWC","","","","","0","0","0",12/18/1991,"Tender","&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;","Private Sector","Fee Simple"
220,765840,"FORMER EXPERIMENTAL FARM","","9075-S14/24",12/18/1991,11/18/1994,0,.0000,.0000,.0000,.0000,"JOE","GORMLEY","SMITHERS","BC","HWC","","","","","","0","0",3/31/1991,"&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;","&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;","Private Sector","Fee Simple"
221,765841,"LAND EXCHANGE BETWEEN F.R.H.C. AND C.N.R.","","9075-N8/61",1/2/1992,,0,.0000,.0000,.0000,.0000,"JOE","GORMLEY","SURREY","BC","FRPA","","","","","0","0","0",1/2/1992,"&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;","Vacant Land","Private Sector","Fee Simple"
222,766489,"879 MAIN STREET - TRANSFER OF ADMINISTRATION FROM DFO TO PWC","LOTS 4 & 5, BLOCK 596, LILLOOET DISTRICT, PLAN 8657","9075-L8/29",1/16/1992,6/25/1997,0,.0000,.0000,.0000,.0000,"DENISE","SCHEPENS","LILLOOET","BC","DFO","","","","","0","250","0",1/13/1992,"Interdepartmental Transfer","&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;","OGD","Fee Simple"
223,829109,"WATERLOT RESERVE WITH WHARF","","9075-T51/1",1/17/1992,5/12/1993,0,.0000,.0000,.0000,.0000,"MARGOT","MACFADYEN","TURNOUR ISLAND","BC","PWGSC","","","","","","0","0",1/15/1992,"&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;","Improved","Province","Other"
224,765060,"BUILDINGS 1006 AND 1007 - TWO TRAILERS","","9070-C10/61",1/28/1992,3/4/1993,0,.0000,.0000,.0000,.0000,"MARGOT","MACFADYEN","CHILLIWACK","BC","DND","","","","","","0","0",1/23/1992,"Tender","Improved","Private Sector","Building Only"
225,765894,"AIRPORT - LAND EXCHANGE WITH CITY OF KAMLOOPS","","9075-K1/91",2/11/1992,7/10/1997,1,.0000,.0000,.0000,.0000,"WAYNE","MCLAUGHLIN","KAMLOOPS","BC","TC","","","","","0","0","766514",2/3/1992,"&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;","Vacant Land","Municipality","Fee Simple"
226,765281,"369 YEW STREET - RESIDENCE","","9075-U1/53",2/11/1992,7/19/1993,0,.0000,.0000,.0000,.0000,"SARAPHINA","WALES","UCLUELET","BC","TC","","","","","","0","0",1/29/1992,"&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;","Improved","Province","Fee Simple"
227,769587,"FRAME BUILDING - 22 YEARS OLD","","9070-M21/2",2/21/1992,2/15/1993,0,.0000,.0000,.0000,.0000,"MARGOT","MACFADYEN","MALCOLM ISLAND","BC","RCMP","","","","","0","0","0",2/21/1992,"&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;","Improved","OGD","Building Only"
228,765452,"406 - 1ST STREET - RCMP HOUSE","","9075-N4/26",4/6/1992,5/4/1993,0,.0000,.0000,.0000,.0000,"JOE","GORMLEY","NELSON","BC","RCMP","","","","","","0","0",4/3/1992,"Tender","Improved","Private Sector","Fee Simple"
229,829691,"9148 GLOVER ROAD","","9075-F6/1",3/26/1992,4/14/1993,0,.0000,.0000,.0000,.0000,"MARGOT","MACFADYEN","FORT LANGLEY","BC","PWGSC","","","","","","0","0",3/2/1992,"Tender","Improved","CLC","Administration & Control"
230,765864,"CABIN, HATCHERY BLDG., & FISH POND","Situate on Portion of Lot 226, Rupert District","9070-W10/1",3/26/1992,,0,.0000,.0000,.0000,.0000,"AMELIA","WEATHERBE","WILLOW CREEK","BC","DFO","","","","","0","0","766569",2/20/1992,"&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;","Other","Private Sector","Building Only"
231,765041,"10 SINGLE DWELLINGS","","9070-W1/25",4/6/1992,8/17/1993,0,.0000,.0000,.0000,.0000,"MARGOT","MACFADYEN","WATSON LAKE","YT","TC","","","","","","0","0",3/24/1992,"Tender","Improved","Private Sector","Building Only"
232,765060,"JERICHO - BUILDING NO. 148","","9070-V3/398",4/6/1992,8/17/1994,1,.0000,.0000,.0000,.0000,"TINA","IRELAND","VANCOUVER","BC","DND","","","","","","0","0",,"Direct Negotiations","&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;","CLC","Building Only"
233,765292,"400 - 4TH AVENUE","","9075-P17/83",4/6/1992,7/5/1993,0,.0000,.0000,.0000,.0000,"MIKE","SNELGROVE","PRINCE RUPERT","BC","RCMP","","","","","0","0","0",4/3/1992,"Tender","Improved","Private Sector","Fee Simple"
234,765041,"MOUNT LOLO - BLDG. NO. 31","","9070-K1/91",4/16/1992,9/16/1993,0,.0000,.0000,.0000,.0000,"THERESA","LIAO","KAMLOOPS","BC","TC","","","","","0","0","0",3/31/1992,"&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;","Improved","Private Sector","Building Only"
235,766592,"GOV. OFFICES, 204 RANGE ROAD","","9070-W7/121",4/16/1992,,0,.0000,.0000,.0000,.0000,"LOIS","DOIG","WHITEHORSE","YT","PWGSC","","","","","0","280","766584",4/10/1991,"&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;","&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;","Province","Fee Simple"
